PrecursorMz	ProductMz	PrecursorCharge	ProductCharge	LibraryIntensity	NormalizedRetentionTime	PeptideSequence	ModifiedPeptideSequence	PeptideGroupLabel	LabelType	CompoundName	SumFormula	SMILES	Adducts	ProteinId	UniprotId	GeneName	FragmentType	FragmentSeriesNumber	Annotation	CollisionEnergy	PrecursorIonMobility	TransitionGroupId	TransitionId	Decoy	DetectingTransition	IdentifyingTransition	QuantifyingTransition	Peptidoforms
241.029407999999989	109.004907000000003	1	NA	0.20833332836628	434.617999999979986					Methacrifos	C7H13O5PS	NA	M+H+					-1	C2H5O3P	-1.0	-1.0	11_Methacrifos_7	11_1_Methacrifos_7	0	1	0	1	
241.029407999999989	110.966413000000003	1	NA	0.13020832836628	434.617999999979986					Methacrifos	C7H13O5PS	NA	M+H+					-1	CH3O2PS	-1.0	-1.0	11_Methacrifos_7	11_2_Methacrifos_7	0	1	0	1	
289.121450999999979	125.015253999999999	1	NA	1.0	450.569999999999993					Myclobutanil	C15H17ClN4	NA	M+H+					-1	C7H5Cl	-1.0	-1.0	11_Myclobutanil_0	11_0_Myclobutanil_0	0	1	0	1	
289.121450999999979	115.054226999999997	1	NA	0.135523274540901	450.569999999999993					Myclobutanil	C15H17ClN4	NA	M+H+					-1	C9H6	-1.0	-1.0	11_Myclobutanil_0	11_1_Myclobutanil_0	0	1	0	1	
289.121450999999979	116.062051999999994	1	NA	0.091882705688477	450.569999999999993					Myclobutanil	C15H17ClN4	NA	M+H+					-1	C9H7	-1.0	-1.0	11_Myclobutanil_0	11_2_Myclobutanil_0	0	1	0	1	
318.001813000000027	133.02840599999999	1	NA	0.387471556663513	440.932000000020025					Phosmet	C11H12NO4PS2	NA	M+H+					-1	C8H4O2	-1.0	-1.0	11_Phosmet_5	11_0_Phosmet_5	0	1	0	1	
318.001813000000027	105.033490999999998	1	NA	0.355862081050873	440.932000000020025					Phosmet	C11H12NO4PS2	NA	M+H+					-1	C7H4O	-1.0	-1.0	11_Phosmet_5	11_1_Phosmet_5	0	1	0	1	
318.001813000000027	160.039305000000013	1	NA	0.198441505432129	440.932000000020025					Phosmet	C11H12NO4PS2	NA	M+H+					-1	C9H5NO2	-1.0	-1.0	11_Phosmet_5	11_2_Phosmet_5	0	1	0	1	
388.038002000000006	125.977001999999999	1	NA	1.0	343.56199999998006					Thifensulfurson methyl	C12H13N5O6S2	NA	M+H+					-1	C5HO2S	-1.0	-1.0	11_Thifensulfurson methyl_3	11_0_Thifensulfurson methyl_3	0	1	0	1	
388.038002000000006	167.056352000000004	1	NA	0.29988032579422	343.56199999998006					Thifensulfurson methyl	C12H13N5O6S2	NA	M+H+					-1	C6H6N4O2	-1.0	-1.0	11_Thifensulfurson methyl_3	11_1_Thifensulfurson methyl_3	0	1	0	1	
388.038002000000006	204.962377000000004	1	NA	0.184690237045288	343.56199999998006					Thifensulfurson methyl	C12H13N5O6S2	NA	M+H+					-1	C6H4O4S2	-1.0	-1.0	11_Thifensulfurson methyl_3	11_2_Thifensulfurson methyl_3	0	1	0	1	
404.124097000000006	172.039305000000013	1	NA	1.0	446.100000000000023					Azoxystrobin	C22H17N3O5	NA	M+H+					-1	C10H5NO2	-1.0	-1.0	12_Azoxystrobin_4	12_0_Azoxystrobin_4	0	1	0	1	
404.124097000000006	156.044389999999993	1	NA	0.705648303031921	446.100000000000023					Azoxystrobin	C22H17N3O5	NA	M+H+					-1	C10H5NO	-1.0	-1.0	12_Azoxystrobin_4	12_1_Azoxystrobin_4	0	1	0	1	
404.124097000000006	328.071667999999988	1	NA	0.283269703388214	446.100000000000023					Azoxystrobin	C22H17N3O5	NA	M+H+					-1	C19H9N3O3	-1.0	-1.0	12_Azoxystrobin_4	12_2_Azoxystrobin_4	0	1	0	1	
360.13946900000002	121.064791	1	NA	0.903010010719299	439.261000000019976					Clethodim	C17H26ClNO3S	NA	M+H+					-1	C8H8O	-1.0	-1.0	12_Clethodim_2	12_0_Clethodim_2	0	1	0	1	
360.13946900000002	108.080776	1	NA	0.752508342266083	439.261000000019976					Clethodim	C17H26ClNO3S	NA	M+H+					-1	C7H9N	-1.0	-1.0	12_Clethodim_2	12_1_Clethodim_2	0	1	0	1	
360.13946900000002	136.075690000000009	1	NA	0.602006673812866	439.261000000019976					Clethodim	C17H26ClNO3S	NA	M+H+					-1	C8H9NO	-1.0	-1.0	12_Clethodim_2	12_2_Clethodim_2	0	1	0	1	
337.121450999999979	125.015253999999999	1	NA	1.0	469.564000000019973					Fenbucanozole	C19H17ClN4	NA	M+H+					-1	C7H5Cl	-1.0	-1.0	12_Fenbucanozole_1	12_0_Fenbucanozole_1	0	1	0	1	
337.121450999999979	128.062051999999994	1	NA	0.070261925458908	469.564000000019973					Fenbucanozole	C19H17ClN4	NA	M+H+					-1	C10H7	-1.0	-1.0	12_Fenbucanozole_1	12_1_Fenbucanozole_1	0	1	0	1	
337.121450999999979	103.054226999999997	1	NA	0.044242467731237	469.564000000019973					Fenbucanozole	C19H17ClN4	NA	M+H+					-1	C8H6	-1.0	-1.0	12_Fenbucanozole_1	12_2_Fenbucanozole_1	0	1	0	1	
382.972707000000014	172.955545999999998	1	NA	1.0	462.583999999979994					Fluopicolide	C14H8Cl3F3N2O	NA	M+H+					-1	C7H2Cl2O	-1.0	-1.0	12_Fluopicolide_0	12_0_Fluopicolide_0	0	1	0	1	
382.972707000000014	144.960632000000004	1	NA	0.86300653219223	462.583999999979994					Fluopicolide	C14H8Cl3F3N2O	NA	M+H+					-1	C6H2Cl2	-1.0	-1.0	12_Fluopicolide_0	12_1_Fluopicolide_0	0	1	0	1	
382.972707000000014	108.983953999999997	1	NA	0.302455872297287	462.583999999979994					Fluopicolide	C14H8Cl3F3N2O	NA	M+H+					-1	C6HCl	-1.0	-1.0	12_Fluopicolide_0	12_2_Fluopicolide_0	0	1	0	1	
331.12078200000002	110.999604000000005	1	NA	0.31311559677124	439.231999999980019					Halofenozide	C18H19ClN2O2	NA	M+H+					-1	C6H3Cl	-1.0	-1.0	12_Halofenozide_7	12_0_Halofenozide_7	0	1	0	1	
331.12078200000002	105.033490999999998	1	NA	0.258771479129791	439.231999999980019					Halofenozide	C18H19ClN2O2	NA	M+H+					-1	C7H4O	-1.0	-1.0	12_Halofenozide_7	12_1_Halofenozide_7	0	1	0	1	
331.12078200000002	138.994518999999997	1	NA	0.174811914563179	439.231999999980019					Halofenozide	C18H19ClN2O2	NA	M+H+					-1	C7H3ClO	-1.0	-1.0	12_Halofenozide_7	12_2_Halofenozide_7	0	1	0	1	
339.983757000000026	105.031086000000002	1	NA	1.0	440.932000000020025					Phosmet	C11H12NO4PS2	NA	M+Na+					-1	C5H6O	-1.0	-1.0	12_Phosmet_5	12_0_Phosmet_5	0	1	0	1	
339.983757000000026	160.036899000000005	1	NA	1.0	440.932000000020025					Phosmet	C11H12NO4PS2	NA	M+Na+					-1	C7H7NO2	-1.0	-1.0	12_Phosmet_5	12_1_Phosmet_5	0	1	0	1	
339.983757000000026	130.026333999999991	1	NA	0.400000005960465	440.932000000020025					Phosmet	C11H12NO4PS2	NA	M+Na+					-1	C6H5NO	-1.0	-1.0	12_Phosmet_5	12_2_Phosmet_5	0	1	0	1	
314.082144000000028	158.976281999999998	1	NA	1.0	480.01000000002					Hexaconazole	C14H17Cl2N3O	NA	M+H+					-1	C7H4Cl2	-1.0	-1.0	13_Hexaconazole_1	13_0_Hexaconazole_1	0	1	0	1	
314.082144000000028	122.999604000000005	1	NA	0.348257005214691	480.01000000002					Hexaconazole	C14H17Cl2N3O	NA	M+H+					-1	C7H3Cl	-1.0	-1.0	13_Hexaconazole_1	13_1_Hexaconazole_1	0	1	0	1	
314.082144000000028	125.015253999999999	1	NA	0.241968557238579	480.01000000002					Hexaconazole	C14H17Cl2N3O	NA	M+H+					-1	C7H5Cl	-1.0	-1.0	13_Hexaconazole_1	13_2_Hexaconazole_1	0	1	0	1	
360.05119000000002	144.018135999999998	1	NA	1.0	442.97399999999999					Isoxaflutole	C15H12F3NO4S	NA	M+H+					-1	C7H2F3	-1.0	-1.0	13_Isoxaflutole_2	13_0_Isoxaflutole_2	0	1	0	1	
360.05119000000002	219.980036000000013	1	NA	0.854545474052429	442.97399999999999					Isoxaflutole	C15H12F3NO4S	NA	M+H+					-1	C8H2F3O2S	-1.0	-1.0	13_Isoxaflutole_2	13_1_Isoxaflutole_2	0	1	0	1	
360.05119000000002	160.01305099999999	1	NA	0.563636362552643	442.97399999999999					Isoxaflutole	C15H12F3NO4S	NA	M+H+					-1	C7H2F3O	-1.0	-1.0	13_Isoxaflutole_2	13_2_Isoxaflutole_2	0	1	0	1	
382.081581000000028	167.056352000000004	1	NA	0.378491908311844	352.790999999999997					Metsulfuron-methyl	C14H15N5O6S	NA	M+H+					-1	C6H6N4O2	-1.0	-1.0	13_Metsulfuron-methyl_3	13_0_Metsulfuron-methyl_3	0	1	0	1	
382.081581000000028	135.044056000000012	1	NA	0.342518746852875	352.790999999999997					Metsulfuron-methyl	C14H15N5O6S	NA	M+H+					-1	C8H6O2	-1.0	-1.0	13_Metsulfuron-methyl_3	13_1_Metsulfuron-methyl_3	0	1	0	1	
382.081581000000028	120.020581000000007	1	NA	0.058021243661642	352.790999999999997					Metsulfuron-methyl	C14H15N5O6S	NA	M+H+					-1	C7H3O2	-1.0	-1.0	13_Metsulfuron-methyl_3	13_2_Metsulfuron-methyl_3	0	1	0	1	
301.154669000000013	152.062051999999994	1	NA	1.0	465.213000000000022					Bifenazate	C17H20N2O3	NA	M+H+					-1	C12H7	-1.0	-1.0	14_Bifenazate_7	14_0_Bifenazate_7	0	1	0	1	
301.154669000000013	156.080775999999986	1	NA	0.626863896846771	465.213000000000022					Bifenazate	C17H20N2O3	NA	M+H+					-1	C11H9N	-1.0	-1.0	14_Bifenazate_7	14_1_Bifenazate_7	0	1	0	1	
301.154669000000013	167.072950999999989	1	NA	0.369434237480164	465.213000000000022					Bifenazate	C17H20N2O3	NA	M+H+					-1	C12H8N	-1.0	-1.0	14_Bifenazate_7	14_2_Bifenazate_7	0	1	0	1	
302.13868500000001	115.054226999999997	1	NA	0.167341664433479	477.358000000020013					Fenoxycarb	C17H19NO4	NA	M+H+					-1	C9H6	-1.0	-1.0	14_Fenoxycarb_5	14_0_Fenoxycarb_5	0	1	0	1	
302.13868500000001	129.069876999999991	1	NA	0.068045556545258	477.358000000020013					Fenoxycarb	C17H19NO4	NA	M+H+					-1	C10H8	-1.0	-1.0	14_Fenoxycarb_5	14_1_Fenoxycarb_5	0	1	0	1	
302.13868500000001	127.054226999999997	1	NA	0.041583396494389	477.358000000020013					Fenoxycarb	C17H19NO4	NA	M+H+					-1	C10H6	-1.0	-1.0	14_Fenoxycarb_5	14_2_Fenoxycarb_5	0	1	0	1	
291.071928000000014	144.977632999999997	1	NA	0.725895762443543	476.530000000019982					Isoprothiolane	C12H18O4S2	NA	M+H+					-1	C5H4OS2	-1.0	-1.0	14_Isoprothiolane_0	14_0_Isoprothiolane_0	0	1	0	1	
291.071928000000014	188.967462000000012	1	NA	0.086640864610672	476.530000000019982					Isoprothiolane	C12H18O4S2	NA	M+H+					-1	C6H4O3S2	-1.0	-1.0	14_Isoprothiolane_0	14_1_Isoprothiolane_0	0	1	0	1	
291.071928000000014	120.977632999999997	1	NA	0.038247782737017	476.530000000019982					Isoprothiolane	C12H18O4S2	NA	M+H+					-1	C3H4OS2	-1.0	-1.0	14_Isoprothiolane_0	14_2_Isoprothiolane_0	0	1	0	1	
320.152416000000017	125.015253999999999	1	NA	1.0	481.865999999999986					Metconazole	C17H22ClN3O	NA	M+H+					-1	C7H5Cl	-1.0	-1.0	14_Metconazole_1	14_0_Metconazole_1	0	1	0	1	
320.152416000000017	141.069876999999991	1	NA	0.108481265604496	481.865999999999986					Metconazole	C17H22ClN3O	NA	M+H+					-1	C11H8	-1.0	-1.0	14_Metconazole_1	14_1_Metconazole_1	0	1	0	1	
320.152416000000017	142.077701999999988	1	NA	0.059171598404646	481.865999999999986					Metconazole	C17H22ClN3O	NA	M+H+					-1	C11H9	-1.0	-1.0	14_Metconazole_1	14_2_Metconazole_1	0	1	0	1	
226.08962600000001	107.049141000000006	1	NA	0.429245799779892	431.829000000000008					Methiocarb	C11H15NO2S	NA	M+H+					-1	C7H6O	-1.0	-1.0	14_Methiocarb_6	14_0_Methiocarb_6	0	1	0	1	
226.08962600000001	121.064791	1	NA	0.117457062005997	431.829000000000008					Methiocarb	C11H15NO2S	NA	M+H+					-1	C8H8O	-1.0	-1.0	14_Methiocarb_6	14_1_Methiocarb_6	0	1	0	1	
226.08962600000001	103.054226999999997	1	NA	0.032798390835524	431.829000000000008					Methiocarb	C11H15NO2S	NA	M+H+					-1	C8H6	-1.0	-1.0	14_Methiocarb_6	14_2_Methiocarb_6	0	1	0	1	
294.100381000000027	110.999604000000005	1	NA	0.564369738101959	454.108000000020013					Triadimefon	C14H16ClN3O2	NA	M+H+					-1	C6H3Cl	-1.0	-1.0	14_Triadimefon_2	14_0_Triadimefon_2	0	1	0	1	
294.100381000000027	126.994518999999997	1	NA	0.074621848762035	454.108000000020013					Triadimefon	C14H16ClN3O2	NA	M+H+					-1	C6H3ClO	-1.0	-1.0	14_Triadimefon_2	14_1_Triadimefon_2	0	1	0	1	
294.100381000000027	129.010168999999991	1	NA	0.070588238537312	454.108000000020013					Triadimefon	C14H16ClN3O2	NA	M+H+					-1	C6H5ClO	-1.0	-1.0	14_Triadimefon_2	14_2_Triadimefon_2	0	1	0	1	
402.063343999999972	137.005561999999998	1	NA	1.0	362.935999999980027					Triasulfuron	C14H16ClN5O5S	NA	M+H+					-1	C7H4OS	-1.0	-1.0	14_Triasulfuron_3	14_0_Triasulfuron_3	0	1	0	1	
402.063343999999972	121.028406000000004	1	NA	0.366203486919403	362.935999999980027					Triasulfuron	C14H16ClN5O5S	NA	M+H+					-1	C7H4O2	-1.0	-1.0	14_Triasulfuron_3	14_1_Triasulfuron_3	0	1	0	1	
402.063343999999972	167.057694999999995	1	NA	0.32138055562973	362.935999999980027					Triasulfuron	C14H16ClN5O5S	NA	M+H+					-1	C8H8NO3	-1.0	-1.0	14_Triasulfuron_3	14_2_Triasulfuron_3	0	1	0	1	
346.044346000000019	109.010648000000003	1	NA	0.07667551189661	482.080000000019993					Azinphos-Ethyl	C12H16N3O3PS2	NA	M+H+					-1	C6H4S	-1.0	-1.0	15_Azinphos-Ethyl_0	15_0_Azinphos-Ethyl_0	0	1	0	1	
346.044346000000019	137.005561999999998	1	NA	0.059471722692251	482.080000000019993					Azinphos-Ethyl	C12H16N3O3PS2	NA	M+H+					-1	C7H4OS	-1.0	-1.0	15_Azinphos-Ethyl_0	15_1_Azinphos-Ethyl_0	0	1	0	1	
346.044346000000019	105.033490999999998	1	NA	0.058691617101431	482.080000000019993					Azinphos-Ethyl	C12H16N3O3PS2	NA	M+H+					-1	C7H4O	-1.0	-1.0	15_Azinphos-Ethyl_0	15_2_Azinphos-Ethyl_0	0	1	0	1	
291.089481999999975	110.999604000000005	1	NA	0.110587991774082	441.062999999999988					Chloroxuron	C15H15ClN2O2	NA	M+H+					-1	C6H3Cl	-1.0	-1.0	15_Chloroxuron_6	15_0_Chloroxuron_6	0	1	0	1	
291.089481999999975	128.062051999999994	1	NA	0.105516031384468	441.062999999999988					Chloroxuron	C15H15ClN2O2	NA	M+H+					-1	C10H7	-1.0	-1.0	15_Chloroxuron_6	15_1_Chloroxuron_6	0	1	0	1	
291.089481999999975	127.054226999999997	1	NA	0.063506923615932	441.062999999999988					Chloroxuron	C15H15ClN2O2	NA	M+H+					-1	C10H6	-1.0	-1.0	15_Chloroxuron_6	15_2_Chloroxuron_6	0	1	0	1	
326.082144000000028	158.976281999999998	1	NA	1.0	487.434000000000026					Diniconazole	C15H17Cl2N3O	NA	M+H+					-1	C7H4Cl2	-1.0	-1.0	15_Diniconazole_1	15_0_Diniconazole_1	0	1	0	1	
326.082144000000028	153.069876999999991	1	NA	0.389390528202057	487.434000000000026					Diniconazole	C15H17Cl2N3O	NA	M+H+					-1	C12H8	-1.0	-1.0	15_Diniconazole_1	15_1_Diniconazole_1	0	1	0	1	
326.082144000000028	122.999604000000005	1	NA	0.355530470609665	487.434000000000026					Diniconazole	C15H17Cl2N3O	NA	M+H+					-1	C7H3Cl	-1.0	-1.0	15_Diniconazole_1	15_2_Diniconazole_1	0	1	0	1	
459.086602000000028	188.03804199999999	1	NA	1.0	479.34899999999999					Fluoxastrobin	C21H16ClFN4O5	NA	M+H+					-1	C10H4FN2O	-1.0	-1.0	15_Fluoxastrobin_7	15_0_Fluoxastrobin_7	0	1	0	1	
459.086602000000028	150.034967999999992	1	NA	0.350414335727692	479.34899999999999					Fluoxastrobin	C21H16ClFN4O5	NA	M+H+					-1	C8H4FNO	-1.0	-1.0	15_Fluoxastrobin_7	15_1_Fluoxastrobin_7	0	1	0	1	
459.086602000000028	102.033826000000005	1	NA	0.20351254940033	479.34899999999999					Fluoxastrobin	C21H16ClFN4O5	NA	M+H+					-1	C7H3N	-1.0	-1.0	15_Fluoxastrobin_7	15_2_Fluoxastrobin_7	0	1	0	1	
432.064215999999988	139.050204000000008	1	NA	1.0	366.640000000019995					Rimsulfuron	C14H17N5O7S2	NA	M+H+					-1	C6H6N2O2	-1.0	-1.0	15_Rimsulfuron_3	15_0_Rimsulfuron_3	0	1	0	1	
432.064215999999988	106.065126000000006	1	NA	0.196493789553642	366.640000000019995					Rimsulfuron	C14H17N5O7S2	NA	M+H+					-1	C7H7N	-1.0	-1.0	15_Rimsulfuron_3	15_1_Rimsulfuron_3	0	1	0	1	
432.064215999999988	100.039304999999999	1	NA	0.071828588843346	366.640000000019995					Rimsulfuron	C14H17N5O7S2	NA	M+H+					-1	C4H5NO2	-1.0	-1.0	15_Rimsulfuron_3	15_2_Rimsulfuron_3	0	1	0	1	
336.031938000000025	158.976281999999998	1	NA	1.0	514.934999999999945					Zoxamide	C14H16Cl3NO2	NA	M+H+					-1	C7H4Cl2	-1.0	-1.0	15_Zoxamide_5	15_0_Zoxamide_5	0	1	0	1	
336.031938000000025	122.999604000000005	1	NA	0.460583090782166	514.934999999999945					Zoxamide	C14H16Cl3NO2	NA	M+H+					-1	C7H3Cl	-1.0	-1.0	15_Zoxamide_5	15_1_Zoxamide_5	0	1	0	1	
336.031938000000025	124.007429000000002	1	NA	0.140998184680939	514.934999999999945					Zoxamide	C14H16Cl3NO2	NA	M+H+					-1	C7H4Cl	-1.0	-1.0	15_Zoxamide_5	15_2_Zoxamide_5	0	1	0	1	
400.135924999999986	123.026297999999997	1	NA	0.130011186003685	482.475000000000023					Alanycarb	C17H25N3O4S2	NA	M+H+					-1	C7H6S	-1.0	-1.0	16_Alanycarb_4	16_0_Alanycarb_4	0	1	0	1	
400.135924999999986	150.037196999999992	1	NA	0.075597897171974	482.475000000000023					Alanycarb	C17H25N3O4S2	NA	M+H+					-1	C8H7NS	-1.0	-1.0	16_Alanycarb_4	16_1_Alanycarb_4	0	1	0	1	
400.135924999999986	138.037196999999992	1	NA	0.047315895557404	482.475000000000023					Alanycarb	C17H25N3O4S2	NA	M+H+					-1	C7H7NS	-1.0	-1.0	16_Alanycarb_4	16_2_Alanycarb_4	0	1	0	1	
358.037128999999993	110.999604000000005	1	NA	0.817224860191345	367.567999999979975					Chlorsulfurson	C12H12ClN5O4S	NA	M+H+					-1	C6H3Cl	-1.0	-1.0	16_Chlorsulfurson_3	16_0_Chlorsulfurson_3	0	1	0	1	
358.037128999999993	141.077087000000006	1	NA	0.327751189470291	367.567999999979975					Chlorsulfurson	C12H12ClN5O4S	NA	M+H+					-1	C5H8N4O	-1.0	-1.0	16_Chlorsulfurson_3	16_1_Chlorsulfurson_3	0	1	0	1	
358.037128999999993	100.050538000000003	1	NA	0.129186600446701	367.567999999979975					Chlorsulfurson	C12H12ClN5O4S	NA	M+H+					-1	C3H5N3O	-1.0	-1.0	16_Chlorsulfurson_3	16_2_Chlorsulfurson_3	0	1	0	1	
364.073736999999994	124.055704000000006	1	NA	1.0	482.080000000019993					Flufenacet	C14H13F4N3O2S	NA	M+H+					-1	C7H6FN	-1.0	-1.0	16_Flufenacet_0	16_0_Flufenacet_0	0	1	0	1	
364.073736999999994	109.044804999999997	1	NA	0.340300440788269	482.080000000019993					Flufenacet	C14H13F4N3O2S	NA	M+H+					-1	C7H5F	-1.0	-1.0	16_Flufenacet_0	16_1_Flufenacet_0	0	1	0	1	
364.073736999999994	152.087004000000007	1	NA	0.068304114043713	482.080000000019993					Flufenacet	C14H13F4N3O2S	NA	M+H+					-1	C9H10FN	-1.0	-1.0	16_Flufenacet_0	16_2_Flufenacet_0	0	1	0	1	
342.07705900000002	158.976281999999998	1	NA	1.0	488.362000000019975					Propioconazole	C15H17Cl2N3O2	NA	M+H+					-1	C7H4Cl2	-1.0	-1.0	16_Propioconazole_1	16_0_Propioconazole_1	0	1	0	1	
342.07705900000002	122.999604000000005	1	NA	0.228068009018898	488.362000000019975					Propioconazole	C15H17Cl2N3O2	NA	M+H+					-1	C7H3Cl	-1.0	-1.0	16_Propioconazole_1	16_1_Propioconazole_1	0	1	0	1	
342.07705900000002	124.007429000000002	1	NA	0.072726182639599	488.362000000019975					Propioconazole	C15H17Cl2N3O2	NA	M+H+					-1	C7H4Cl	-1.0	-1.0	16_Propioconazole_1	16_2_Propioconazole_1	0	1	0	1	
256.029045999999994	108.983953999999997	1	NA	1.0	457.831999999979985					Propyzamide	C12H11Cl2NO	NA	M+H+					-1	C6HCl	-1.0	-1.0	16_Propyzamide_2	16_0_Propyzamide_2	0	1	0	1	
256.029045999999994	144.960632000000004	1	NA	0.777777791023254	457.831999999979985					Propyzamide	C12H11Cl2NO	NA	M+H+					-1	C6H2Cl2	-1.0	-1.0	16_Propyzamide_2	16_1_Propyzamide_2	0	1	0	1	
256.029045999999994	110.999604000000005	1	NA	0.03016591258347	457.831999999979985					Propyzamide	C12H11Cl2NO	NA	M+H+					-1	C6H3Cl	-1.0	-1.0	16_Propyzamide_2	16_2_Propyzamide_2	0	1	0	1	
370.048565999999994	139.037628000000012	1	NA	0.74678772687912	370.350000000000023					Amidosulfuron	C9H15N5O7S2	NA	M+H+					-1	C5H4N3O2	-1.0	-1.0	17_Amidosulfuron_3	17_0_Amidosulfuron_3	0	1	0	1	
370.048565999999994	140.04027099999999	1	NA	0.661494433879852	370.350000000000023					Amidosulfuron	C9H15N5O7S2	NA	M+H+					-1	C6H7N2S	-1.0	-1.0	17_Amidosulfuron_3	17_1_Amidosulfuron_3	0	1	0	1	
370.048565999999994	111.042713000000006	1	NA	0.104748606681824	370.350000000000023					Amidosulfuron	C9H15N5O7S2	NA	M+H+					-1	C4H4N3O	-1.0	-1.0	17_Amidosulfuron_3	17_2_Amidosulfuron_3	0	1	0	1	
