Peptide,Protein,Replicate,PrecursorMz,PrecursorCharge,ProductMz,ProductCharge,FragmentIon,RetentionTime,Area,Background,PeakRank
Fuberidazole,molecules1,PestMix1_8Step5Plasma1SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9877834320068359,8346.267578125,533.60302734375,2
Fuberidazole,molecules1,PestMix1_8Step5Plasma2SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9775500297546387,8026.17822265625,32.692417144775391,2
Fuberidazole,molecules1,PestMix1_8Step5Plasma3SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9741001129150391,16531.263671875,0,2
Fuberidazole,molecules1,PestMix1_8Step6Plasma1SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9775500297546387,3665.700439453125,0,2
Fuberidazole,molecules1,PestMix1_8Step6Plasma2SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9775500297546387,3157.718505859375,0,2
Fuberidazole,molecules1,PestMix1_8Step6Plasma3SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9638500213623047,3266.466552734375,0,2
Fuberidazole,molecules1,PestMix1_8Step7Plasma1SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9775333404541016,1118.180419921875,20.376045227050781,2
Fuberidazole,molecules1,PestMix1_8Step7Plasma2SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9912500381469727,1096.107421875,0,2
Fuberidazole,molecules1,PestMix1_8Step7Plasma3SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9638500213623047,1730.6478271484375,0,2
Fuberidazole,molecules1,PestMix1_8Step8Plasma1SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],4.0186166763305664,357.67282104492188,0,2
Fuberidazole,molecules1,PestMix1_8Step8Plasma2SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9775333404541016,554.35150146484375,0,2
Fuberidazole,molecules1,PestMix1_8Step8Plasma3SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9638333320617676,454.14669799804688,0,2
Fuberidazole,molecules1,PestMix1_8Step9Plasma1SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],3.9775500297546387,201.42765808105469,0,2
Fuberidazole,molecules1,PestMix1_8Step9Plasma2SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step9Plasma3SWATH50-80,185.070939,1,186.073964,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step1Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775500297546387,95714.7109375,85.748085021972656,4
Fuberidazole,molecules1,PestMix1_8Step1Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9638333320617676,88300.2734375,0,4
Fuberidazole,molecules1,PestMix1_8Step1Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9638500213623047,94127.1484375,971.783935546875,4
Fuberidazole,molecules1,PestMix1_8Step2Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775333404541016,17088.685546875,0,4
Fuberidazole,molecules1,PestMix1_8Step2Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775500297546387,18049.12890625,44.8259162902832,4
Fuberidazole,molecules1,PestMix1_8Step2Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9638500213623047,21308.44140625,0,4
Fuberidazole,molecules1,PestMix1_8Step3Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775333404541016,5400.2412109375,129.41169738769531,4
Fuberidazole,molecules1,PestMix1_8Step3Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9638500213623047,4238.029296875,100.29117584228516,4
Fuberidazole,molecules1,PestMix1_8Step3Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9638500213623047,6886.337890625,0,4
Fuberidazole,molecules1,PestMix1_8Step4Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775500297546387,1891.6392822265625,39.888084411621094,4
Fuberidazole,molecules1,PestMix1_8Step4Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775333404541016,1880.130126953125,0,4
Fuberidazole,molecules1,PestMix1_8Step4Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9638500213623047,1970.8433837890625,0,4
Fuberidazole,molecules1,PestMix1_8Step5Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9877834320068359,825.116943359375,0,3
Fuberidazole,molecules1,PestMix1_8Step5Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775500297546387,518.22271728515625,65.117462158203125,4
Fuberidazole,molecules1,PestMix1_8Step5Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9741001129150391,1010.7659301757813,53.6830940246582,4
Fuberidazole,molecules1,PestMix1_8Step6Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775500297546387,350.41836547851563,0,3
Fuberidazole,molecules1,PestMix1_8Step6Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9912500381469727,270.30010986328125,37.8735466003418,4
Fuberidazole,molecules1,PestMix1_8Step6Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775500297546387,287.93576049804688,0,3
Fuberidazole,molecules1,PestMix1_8Step7Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9501333236694336,87.550849914550781,0,5
Fuberidazole,molecules1,PestMix1_8Step7Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,4.0049500465393066,45.229740142822266,33.841869354248047,4
Fuberidazole,molecules1,PestMix1_8Step7Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9501500129699707,158.72853088378906,0,4
Fuberidazole,molecules1,PestMix1_8Step8Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9912166595458984,95.9588851928711,25.245294570922852,3
Fuberidazole,molecules1,PestMix1_8Step8Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775333404541016,98.278495788574219,0,3
Fuberidazole,molecules1,PestMix1_8Step8Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9638333320617676,85.5829849243164,0,3
Fuberidazole,molecules1,PestMix1_8Step9Plasma1SWATH50-80,185.070939,1,155.060374,1,C10H6N2,3.9775500297546387,19.06634521484375,40.145748138427734,4
Fuberidazole,molecules1,PestMix1_8Step9Plasma2SWATH50-80,185.070939,1,155.060374,1,C10H6N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step9Plasma3SWATH50-80,185.070939,1,155.060374,1,C10H6N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step1Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638500213623047,89250.3515625,46.172046661376953,5
Fuberidazole,molecules1,PestMix1_8Step1Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638333320617676,79178.65625,0,5
Fuberidazole,molecules1,PestMix1_8Step1Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638500213623047,81457.2734375,1351.7763671875,5
Fuberidazole,molecules1,PestMix1_8Step2Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9775333404541016,13636.3916015625,44.8259162902832,5
Fuberidazole,molecules1,PestMix1_8Step2Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9775500297546387,15268.3427734375,0,5
Fuberidazole,molecules1,PestMix1_8Step2Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638500213623047,16700.482421875,0,5
Fuberidazole,molecules1,PestMix1_8Step3Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9912333488464355,3981.205322265625,83.937629699707031,5
Fuberidazole,molecules1,PestMix1_8Step3Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9775500297546387,3371.67578125,0,5
Fuberidazole,molecules1,PestMix1_8Step3Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638500213623047,5634.1923828125,106.10887145996094,5
Fuberidazole,molecules1,PestMix1_8Step4Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9912500381469727,1429.6112060546875,68.571121215820313,5
Fuberidazole,molecules1,PestMix1_8Step4Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9775333404541016,1572.4647216796875,0,5
Fuberidazole,molecules1,PestMix1_8Step4Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638500213623047,1424.991943359375,0,5
Fuberidazole,molecules1,PestMix1_8Step5Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,4.00148344039917,540.36688232421875,0,5
Fuberidazole,molecules1,PestMix1_8Step5Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9912500381469727,498.43008422851563,0,5
Fuberidazole,molecules1,PestMix1_8Step5Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9741001129150391,620.275634765625,0,5
Fuberidazole,molecules1,PestMix1_8Step6Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638500213623047,142.73460388183594,28.126211166381836,5
Fuberidazole,molecules1,PestMix1_8Step6Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638500213623047,150.60855102539063,0,5
Fuberidazole,molecules1,PestMix1_8Step6Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9775500297546387,278.16943359375,0,4
Fuberidazole,molecules1,PestMix1_8Step7Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9775333404541016,89.210029602050781,0,4
Fuberidazole,molecules1,PestMix1_8Step7Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9364500045776367,42.513690948486328,29.278387069702148,5
Fuberidazole,molecules1,PestMix1_8Step7Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638500213623047,137.05062866210938,0,5
Fuberidazole,molecules1,PestMix1_8Step8Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9912166595458984,30.44697380065918,0,5
Fuberidazole,molecules1,PestMix1_8Step8Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9775333404541016,61.107231140136719,0,4
Fuberidazole,molecules1,PestMix1_8Step8Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9638333320617676,32.0970344543457,0,5
Fuberidazole,molecules1,PestMix1_8Step9Plasma1SWATH50-80,185.070939,1,156.068199,1,C10H7N2,3.9501500129699707,19.752016067504883,0,3
Fuberidazole,molecules1,PestMix1_8Step9Plasma2SWATH50-80,185.070939,1,156.068199,1,C10H7N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step9Plasma3SWATH50-80,185.070939,1,156.068199,1,C10H7N2,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step1Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775500297546387,113837.8203125,356.96224975585938,3
Fuberidazole,molecules1,PestMix1_8Step1Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638333320617676,108353.5625,298.06512451171875,3
Fuberidazole,molecules1,PestMix1_8Step1Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638500213623047,110995.1015625,1556.533935546875,3
Fuberidazole,molecules1,PestMix1_8Step2Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775333404541016,22117.794921875,0,3
Fuberidazole,molecules1,PestMix1_8Step2Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775500297546387,23359.05859375,52.9760856628418,3
Fuberidazole,molecules1,PestMix1_8Step2Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638500213623047,27503.169921875,0,3
Fuberidazole,molecules1,PestMix1_8Step3Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775333404541016,6094.92431640625,0,3
Fuberidazole,molecules1,PestMix1_8Step3Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775500297546387,5538.8740234375,0,3
Fuberidazole,molecules1,PestMix1_8Step3Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638500213623047,9802.724609375,121.51905822753906,3
Fuberidazole,molecules1,PestMix1_8Step4Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9912500381469727,3200.9560546875,39.888084411621094,3
Fuberidazole,molecules1,PestMix1_8Step4Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775333404541016,2196.637451171875,0,3
Fuberidazole,molecules1,PestMix1_8Step4Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638500213623047,2351.837646484375,0,3
Fuberidazole,molecules1,PestMix1_8Step5Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9877834320068359,616.9527587890625,46.743381500244141,4
Fuberidazole,molecules1,PestMix1_8Step5Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775500297546387,756.95391845703125,0,3
Fuberidazole,molecules1,PestMix1_8Step5Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9741001129150391,1289.145751953125,0,3
Fuberidazole,molecules1,PestMix1_8Step6Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775500297546387,251.80398559570313,58.259780883789063,4
Fuberidazole,molecules1,PestMix1_8Step6Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638500213623047,309.263427734375,0,3
Fuberidazole,molecules1,PestMix1_8Step6Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638500213623047,276.59609985351563,29.799049377441406,5
Fuberidazole,molecules1,PestMix1_8Step7Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9912333488464355,139.90115356445313,0,3
Fuberidazole,molecules1,PestMix1_8Step7Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638500213623047,150.82589721679688,37.977561950683594,3
Fuberidazole,molecules1,PestMix1_8Step7Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9501500129699707,201.17210388183594,0,3
Fuberidazole,molecules1,PestMix1_8Step8Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9775166511535645,53.481861114501953,0,4
Fuberidazole,molecules1,PestMix1_8Step8Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,3.9638333320617676,53.494915008544922,0,5
Fuberidazole,molecules1,PestMix1_8Step8Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,4.0049333572387695,42.786808013916016,0,4
Fuberidazole,molecules1,PestMix1_8Step9Plasma1SWATH50-80,185.070939,1,103.04165,1,C7H4N,4.0049500465393066,14.310981750488281,0,5
Fuberidazole,molecules1,PestMix1_8Step9Plasma2SWATH50-80,185.070939,1,103.04165,1,C7H4N,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step9Plasma3SWATH50-80,185.070939,1,103.04165,1,C7H4N,#N/A,#N/A,#N/A,#N/A
Tricyclazol,molecules1,PestMix1_8Step10Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,#N/A,#N/A,#N/A,#N/A
Tricyclazol,molecules1,PestMix1_8Step10Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,#N/A,#N/A,#N/A,#N/A
Tricyclazol,molecules1,PestMix1_8Step10Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,#N/A,#N/A,#N/A,#N/A
Tricyclazol,molecules1,PestMix1_8Step1Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,9026051,0,1
Tricyclazol,molecules1,PestMix1_8Step1Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,4.7995333671569824,7728654,0,1
Tricyclazol,molecules1,PestMix1_8Step1Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,8143883.5,0,1
Tricyclazol,molecules1,PestMix1_8Step2Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,4.7995333671569824,1688661.625,0,1
Tricyclazol,molecules1,PestMix1_8Step2Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,2003603,0,1
Tricyclazol,molecules1,PestMix1_8Step2Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,4.7995500564575195,2027413.75,0,1
Tricyclazol,molecules1,PestMix1_8Step3Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132333755493164,570004.8125,400.71591186523438,1
Tricyclazol,molecules1,PestMix1_8Step3Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,544327.125,0,1
Tricyclazol,molecules1,PestMix1_8Step3Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,787344.0625,445.23989868164063,1
Tricyclazol,molecules1,PestMix1_8Step4Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,300042.53125,0,1
Tricyclazol,molecules1,PestMix1_8Step4Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,4.82693338394165,235735.46875,509.64031982421875,1
Tricyclazol,molecules1,PestMix1_8Step4Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,233445.75,497.50613403320313,1
Tricyclazol,molecules1,PestMix1_8Step5Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,4.8097834587097168,74778.453125,0,1
Tricyclazol,molecules1,PestMix1_8Step5Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,68038.5703125,0,1
Tricyclazol,molecules1,PestMix1_8Step5Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,4.8098001480102539,124100,1514.8243408203125,1
Tricyclazol,molecules1,PestMix1_8Step6Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,4.7995500564575195,16752.37109375,1677.58056640625,1
Tricyclazol,molecules1,PestMix1_8Step6Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,23618.580078125,1937.3607177734375,1
Tricyclazol,molecules1,PestMix1_8Step6Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,38264.48046875,445.23989868164063,1
Tricyclazol,molecules1,PestMix1_8Step7Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,4.7995333671569824,10485.2041015625,0,1
Tricyclazol,molecules1,PestMix1_8Step7Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132500648498535,13400.798828125,311.23385620117188,1
Tricyclazol,molecules1,PestMix1_8Step7Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,4.7995500564575195,10757.5146484375,0,1
Tricyclazol,molecules1,PestMix1_8Step8Plasma1SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132166862487793,4070.398681640625,0,1
Tricyclazol,molecules1,PestMix1_8Step8Plasma2SWATH50-80,190.043344,1,190.043344,1,precursor,4.8132333755493164,4327.93408203125,0,1
Tricyclazol,molecules1,PestMix1_8Step8Plasma3SWATH50-80,190.043344,1,190.043344,1,precursor,4.7995333671569824,3427.02685546875,220.44963073730469,1
