Peptide,Protein,Replicate,PrecursorMz,PrecursorCharge,ProductMz,ProductCharge,FragmentIon,RetentionTime,Area,Background,PeakRank
Acephate,molecules1,PestMix1_8Step9Plasma1SWATH20-50,184.019177,1,184.019177,1,precursor,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma2SWATH20-50,184.019177,1,184.019177,1,precursor,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma3SWATH20-50,184.019177,1,184.019177,1,precursor,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step1Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.4020333290100098,4755.564453125,0,5
Acephate,molecules1,PestMix1_8Step1Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.4294500350952148,5126.58544921875,0,5
Acephate,molecules1,PestMix1_8Step1Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.4157333374023438,4534.8994140625,0,5
Acephate,molecules1,PestMix1_8Step2Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.4294500350952148,776.340576171875,0,6
Acephate,molecules1,PestMix1_8Step2Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.4020333290100098,729.0491943359375,0,5
Acephate,molecules1,PestMix1_8Step2Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.4157500267028809,1001.343505859375,0,5
Acephate,molecules1,PestMix1_8Step3Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.4294500350952148,204.10404968261719,0,5
Acephate,molecules1,PestMix1_8Step3Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.39858341217041,275.64163208007813,0,5
Acephate,molecules1,PestMix1_8Step3Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.4294500350952148,520.956787109375,0,5
Acephate,molecules1,PestMix1_8Step4Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3746500015258789,207.91995239257813,0,5
Acephate,molecules1,PestMix1_8Step4Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3574833869934082,30.281044006347656,0,6
Acephate,molecules1,PestMix1_8Step4Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3883333206176758,136.61810302734375,0,5
Acephate,molecules1,PestMix1_8Step5Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3472499847412109,0,0,0
Acephate,molecules1,PestMix1_8Step5Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.402066707611084,51.026039123535156,0,5
Acephate,molecules1,PestMix1_8Step5Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3746333122253418,50.9680290222168,0,5
Acephate,molecules1,PestMix1_8Step6Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.333549976348877,0,0,0
Acephate,molecules1,PestMix1_8Step6Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3883500099182129,0,0,0
Acephate,molecules1,PestMix1_8Step6Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3883500099182129,0,0,0
Acephate,molecules1,PestMix1_8Step7Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3746500015258789,0,0,0
Acephate,molecules1,PestMix1_8Step7Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3609499931335449,0,0,0
Acephate,molecules1,PestMix1_8Step7Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],2.3609499931335449,0,0,0
Acephate,molecules1,PestMix1_8Step8Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma1SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma2SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma3SWATH20-50,184.019177,1,185.021684,1,precursor [M+1],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step1Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3883333206176758,4160.69140625,26.699787139892578,6
Acephate,molecules1,PestMix1_8Step1Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4294500350952148,3304.965087890625,0,6
Acephate,molecules1,PestMix1_8Step1Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4020333290100098,3361.968505859375,0,6
Acephate,molecules1,PestMix1_8Step2Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4431500434875488,850.9775390625,0,5
Acephate,molecules1,PestMix1_8Step2Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3883333206176758,710.24957275390625,0,6
Acephate,molecules1,PestMix1_8Step2Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4294500350952148,776.7474365234375,0,6
Acephate,molecules1,PestMix1_8Step3Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3472499847412109,0,0,0
Acephate,molecules1,PestMix1_8Step3Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3848834037780762,102.04046630859375,0,6
Acephate,molecules1,PestMix1_8Step3Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4294500350952148,356.35824584960938,0,6
Acephate,molecules1,PestMix1_8Step4Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3609499931335449,23.809995651245117,0,6
Acephate,molecules1,PestMix1_8Step4Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4396834373474121,51.013404846191406,0,5
Acephate,molecules1,PestMix1_8Step4Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3472332954406738,1.4554318189620972,0,6
Acephate,molecules1,PestMix1_8Step5Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4568500518798828,153.0745849609375,0,5
Acephate,molecules1,PestMix1_8Step5Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3335666656494141,0,0,0
Acephate,molecules1,PestMix1_8Step5Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.33353328704834,0,0,0
Acephate,molecules1,PestMix1_8Step6Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.333549976348877,0,0,0
Acephate,molecules1,PestMix1_8Step6Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4842500686645508,26.937446594238281,0,5
Acephate,molecules1,PestMix1_8Step6Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3883500099182129,0,0,0
Acephate,molecules1,PestMix1_8Step7Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3746500015258789,0,0,0
Acephate,molecules1,PestMix1_8Step7Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.4568500518798828,51.022491455078125,0,3
Acephate,molecules1,PestMix1_8Step7Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],2.3609499931335449,1.486436128616333,0,5
Acephate,molecules1,PestMix1_8Step8Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma1SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma2SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma3SWATH20-50,184.019177,1,186.016217,1,precursor [M+2],#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step1Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4020333290100098,26942.283203125,404.62393188476563,3
Acephate,molecules1,PestMix1_8Step1Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4294500350952148,27124.044921875,856.51849365234375,3
Acephate,molecules1,PestMix1_8Step1Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4157333374023438,26915.87109375,363.9681396484375,3
Acephate,molecules1,PestMix1_8Step2Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4157500267028809,5099.74755859375,394.36639404296875,3
Acephate,molecules1,PestMix1_8Step2Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.3883333206176758,5107.92626953125,69.594635009765625,3
Acephate,molecules1,PestMix1_8Step2Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4157500267028809,6822.294921875,0,3
Acephate,molecules1,PestMix1_8Step3Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4020500183105469,1162.1856689453125,0,3
Acephate,molecules1,PestMix1_8Step3Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.3848834037780762,1628.746826171875,53.052783966064453,3
Acephate,molecules1,PestMix1_8Step3Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4157500267028809,2406.758056640625,0,3
Acephate,molecules1,PestMix1_8Step4Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4157500267028809,573.29052734375,0,3
Acephate,molecules1,PestMix1_8Step4Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4259834289550781,503.496337890625,0,3
Acephate,molecules1,PestMix1_8Step4Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4020333290100098,525.4605712890625,15.997433662414551,3
Acephate,molecules1,PestMix1_8Step5Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4294500350952148,182.70578002929688,0,4
Acephate,molecules1,PestMix1_8Step5Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.415766716003418,289.69607543945313,0,2
Acephate,molecules1,PestMix1_8Step5Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.3746333122253418,334.91470336914063,0,3
Acephate,molecules1,PestMix1_8Step6Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.3746500015258789,85.5868911743164,0,3
Acephate,molecules1,PestMix1_8Step6Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4294500350952148,70.541671752929688,0,4
Acephate,molecules1,PestMix1_8Step6Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4431500434875488,117.68856811523438,0,3
Acephate,molecules1,PestMix1_8Step7Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4431500434875488,53.484394073486328,0,3
Acephate,molecules1,PestMix1_8Step7Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4431500434875488,42.795734405517578,0,4
Acephate,molecules1,PestMix1_8Step7Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,2.4020500183105469,85.568557739257813,0,3
Acephate,molecules1,PestMix1_8Step8Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma1SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma2SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma3SWATH20-50,184.019177,1,124.982063,1,C2H5O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step1Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4020333290100098,40371.4453125,772.90191650390625,2
Acephate,molecules1,PestMix1_8Step1Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4294500350952148,41193.4453125,1343.3790283203125,2
Acephate,molecules1,PestMix1_8Step1Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4157333374023438,40453.54296875,260.20428466796875,2
Acephate,molecules1,PestMix1_8Step2Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4294500350952148,8882.5234375,224.01673889160156,2
Acephate,molecules1,PestMix1_8Step2Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4020333290100098,8904.6279296875,69.594635009765625,2
Acephate,molecules1,PestMix1_8Step2Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4157500267028809,11688.7138671875,0,2
Acephate,molecules1,PestMix1_8Step3Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4020500183105469,1943.9862060546875,155.08268737792969,2
Acephate,molecules1,PestMix1_8Step3Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.39858341217041,1818.5823974609375,161.9639892578125,2
Acephate,molecules1,PestMix1_8Step3Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4157500267028809,3486.99267578125,19.866775512695313,2
Acephate,molecules1,PestMix1_8Step4Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4157500267028809,1086.1907958984375,0,2
Acephate,molecules1,PestMix1_8Step4Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4259834289550781,840.9423828125,0,2
Acephate,molecules1,PestMix1_8Step4Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.3883333206176758,1168.1483154296875,13.99775505065918,2
Acephate,molecules1,PestMix1_8Step5Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4157500267028809,416.26004028320313,0,2
Acephate,molecules1,PestMix1_8Step5Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.429466724395752,259.5455322265625,0,3
Acephate,molecules1,PestMix1_8Step5Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.3883333206176758,560.399169921875,0,2
Acephate,molecules1,PestMix1_8Step6Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.3609499931335449,145.41545104980469,0,2
Acephate,molecules1,PestMix1_8Step6Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4294500350952148,126.08644104003906,14.788301467895508,2
Acephate,molecules1,PestMix1_8Step6Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4157500267028809,164.76295471191406,0,2
Acephate,molecules1,PestMix1_8Step7Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4431500434875488,158.81825256347656,0,2
Acephate,molecules1,PestMix1_8Step7Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4294500350952148,175.91133117675781,22.970136642456055,2
Acephate,molecules1,PestMix1_8Step7Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,2.4157500267028809,103.81880950927734,0,2
Acephate,molecules1,PestMix1_8Step8Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma1SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma2SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma3SWATH20-50,184.019177,1,142.992628,1,C2H7O3PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step10Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step1Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4020333290100098,11837.228515625,287.07785034179688,4
Acephate,molecules1,PestMix1_8Step1Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4294500350952148,11295.0009765625,234.61961364746094,4
Acephate,molecules1,PestMix1_8Step1Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4157333374023438,12273.5869140625,173.46952819824219,4
Acephate,molecules1,PestMix1_8Step2Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4294500350952148,2194.314208984375,68.138427734375,4
Acephate,molecules1,PestMix1_8Step2Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.3883333206176758,1942.90576171875,69.594635009765625,4
Acephate,molecules1,PestMix1_8Step2Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4157500267028809,2665.627197265625,0,4
Acephate,molecules1,PestMix1_8Step3Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4020500183105469,722.0999755859375,0,4
Acephate,molecules1,PestMix1_8Step3Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.3848834037780762,620.4332275390625,0,4
Acephate,molecules1,PestMix1_8Step3Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4294500350952148,1007.257080078125,0,4
Acephate,molecules1,PestMix1_8Step4Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4294500350952148,386.23724365234375,40.119331359863281,4
Acephate,molecules1,PestMix1_8Step4Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4259834289550781,273.0364990234375,0,4
Acephate,molecules1,PestMix1_8Step4Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.3883333206176758,302.00271606445313,0,4
Acephate,molecules1,PestMix1_8Step5Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4157500267028809,199.73968505859375,0,3
Acephate,molecules1,PestMix1_8Step5Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.374666690826416,111.28128051757813,0,4
Acephate,molecules1,PestMix1_8Step5Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.3746333122253418,204.89413452148438,0,4
Acephate,molecules1,PestMix1_8Step6Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.3883500099182129,21.554039001464844,25.503253936767578,4
Acephate,molecules1,PestMix1_8Step6Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4294500350952148,85.570938110351563,0,3
Acephate,molecules1,PestMix1_8Step6Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4294500350952148,49.947616577148438,14.195751190185547,4
Acephate,molecules1,PestMix1_8Step7Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4157500267028809,21.387477874755859,0,4
Acephate,molecules1,PestMix1_8Step7Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.4157500267028809,20.9566707611084,9.9976406097412109,5
Acephate,molecules1,PestMix1_8Step7Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,2.3609499931335449,18.054508209228516,0,4
Acephate,molecules1,PestMix1_8Step8Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step8Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma1SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma2SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Acephate,molecules1,PestMix1_8Step9Plasma3SWATH20-50,184.019177,1,110.966413,1,CH3O2PS,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma1SWATH20-50,185.070939,1,185.070939,1,precursor,#N/A,#N/A,#N/A,#N/A
Fuberidazole,molecules1,PestMix1_8Step10Plasma2SWATH20-50,185.070939,1,185.070939,1,precursor,#N/A,#N/A,#N/A,#N/A
